Year,Type,Country,Activity,Injury,Species,Fatal (Y/N),SharkSpecie
1952.0,Unprovoked,AUSTRALIA,"Fishing, standing in water washing fish",Lacerations to 2 fingers & knuckles abraded,"Carpet shark, 5' ",N,
1952.0,Unprovoked,INDIA,"Fishing, standing in water next to purse net",Lower leg lacerated,"""A 2' (0.6 m) brown shark""",N,
1952.0,Boating,AUSTRALIA,Fishing for white sharks,No injury to fisherman Alf Dean & other occupants;,"White shark, 15'3"", 2,333-lb ",N,white shark
1952.0,Provoked,SUDAN,Spearfishing,Right forearm lacerated by speared shark PROVOKED INCIDENT,"a ""small slim brown shark""",N,
1952.0,Unprovoked,NETHERLANDS ANTILLES,Went to aid of child being menaced by the shark,"Buttock bitten, tissue removed","Bull shark, 2.7 m [9'] was captured & dragged on the sand where tissue taken from Eggink was found in its gut. Species identification  was made by S. Springer based on 4 photographs of the shark. ",N,bull shark
1952.0,Unprovoked,AUSTRALIA,Surfing,Bitten on left calf and ankle,8' shark,N,
1952.0,Unprovoked,PAPUA NEW GUINEA,Spearfishing,"FATAL,  ""No remains""","""Attacked by a number of sharks""",Y,
1951.0,Provoked,AUSTRALIA,Spearfishing,Speared shark lacerated left leg above ankle  PROVOKED INCIDENT,"Wobbegong shark, 1.8 m [6'] ",N,
1951.0,Invalid,MOZAMBIQUE,Swimming,No injury,Invalid,,
1951.0,Unprovoked,AUSTRALIA,Treading water,FATAL,2.4 m [8']  shark,Y,
1951.0,Unprovoked,SOUTH AFRICA,Swimming,Thigh bruised & abraded,"White shark, 1.8 m [6'] ",N,white shark
1951.0,Unprovoked,SOUTH AFRICA,Treading water,"Leg severed below knee, defense wounds on hand","White shark, 2.4 m [8'] ",N,white shark
1951.0,Invalid,NORTH ATLANTIC OCEAN,cargo ship Southern Isle sank at 04h00,Sharks fed on bodies of the drowned,Shark involvement prior to death was not confirmed,,
1951.0,Unprovoked,GREECE,Swimming,Injured but survived,White shark,N,white shark
1951.0,Unprovoked,GREECE,Swimming,"FATAL, body not recovered Another man was also injured by the shark at same time (see below)",White shark,Y,white shark
1951.0,Unprovoked,PACIFIC OCEAN,Fell overboard,"""Molested by shark that nibbled his bare feet"",  rescued 30 hours later.",2.1 m [7'] shark,N,
1951.0,Provoked,AUSTRALIA,Fell off surf ski,Minor laceration to chest when he grabbed the shark by its tail PROVOKED INCIDENT,"Wobbegong shark, 4'",N,
1951.0,Unprovoked,AUSTRALIA,"Fishing, casting in the surf",Severe lacerations of chest & thigh,5.5 m [18'] shark,N,
1951.0,Unprovoked,SOUTH AFRICA,Body surfing,"Leg bitten, defense wounds on hands",136-kg [300-lb] shark,N,
1951.0,Unprovoked,AUSTRALIA,Swimming,Leg bitten,1.2 m [4'] shark,N,
1951.0,Invalid,AUSTRALIA,,Body found after a week in the water apparently bitten by shark/s,Shark involvement prior to death was not confirmed,,
1950.0,Unprovoked,AUSTRALIA,Paddling a surfboat,"No injury, shark bit oar","Nurse shark, 10' ",N,nurse shark
1950.0,Unprovoked,AUSTRALIA,Swimming,Legs nipped,"Wobbegong shark, 6'",N,
1950.0,Provoked,AUSTRALIA,Diving ,"Minor injury to hand and groin from shark ""caught on his fishing spear"" PROVOKED INCIDENT",2' shark,N,
1950.0,Unprovoked,AUSTRALIA,Body surfing,Part of buttocks & fingers severed,"White shark, 3m, seen in area and hooked 3 days later",N,white shark
1950.0,Boating,AUSTRALIA,Paddling a canoe,"No injury to occupants, shark holed canoet",10' shark,N,
1950.0,Unprovoked,USA,Body surfing / treading water,Right leg lacerated,White shark,N,white shark
1950.0,Unprovoked,AUSTRALIA,Fishing,Lacerations to right thumb and knee,4' shark,N,
1950.0,Provoked,EL SALVADOR,Jerked overboard while pole fishing for tuna,Left thigh bitten by hooked shark PROVOKED INCIDENT,"1,100-lb shark",N,
1950.0,Boating,AUSTRALIA,Fishing,No injury to occupants,17' white shark,N,white shark
1950.0,Unprovoked,USA,Swimming,Laceration to leg,Hammerhead shark,N,hammerhead shark
1950.0,Invalid,USA,,Human remains found in shark,Shark involvement prior to death was not confirmed,,
1950.0,Unprovoked,USA,"Goggle-diving for seaweeds, but standing in water",Shallow lacerations on back of right thigh,0.7 m [2.5'] shark,N,
1950.0,Unprovoked,USA,Swimming ,"Gashes & lacerations on legs, foot lacerated.","""sand shark""",N,sand tiger
1950.0,Boating,ITALY,Fishing on a boat,No injury,"unknown, possibly a white shark",N,white shark
1950.0,Unprovoked,SOUTH AFRICA,"Fishing, sitting in stern of small boat, feet dangling in the water","Shark bit foot, removing 2 toes",2.13 m shark,N,
1950.0,Unprovoked,SOUTH AFRICA,Wading,"Ankle & foot lacerated, defense wounds on hand",1.5 m to 1.8 m [5' to 6'] �spear-eye� shark ,N,
1950.0,Invalid,AUSTRALIA,Suicide,"Szot's right hand found in a 4.5' [14.5'] tiger shark caught 3/9/1950 at Safety Bay, south of Freemantle. His body, with bullet wound in head & right hand missing, washed shore - an apparent suicide",Invalid,,
1950.0,Unprovoked,AUSTRALIA,Spearfishing,Minor injury to leg,small carpet shark,N,
1950.0,Unprovoked,SOUTH AFRICA,Body surfing,"FATAL, body not recovered ","White shark, 3.7 m [12']  according to witnesses",Y,white shark
1950.0,Invalid,USA,"Fishing, one of three fishermen swept into the sea by a large wave ","His remains were recovered from a �huge shark� caught 3 days later. The remains of another fisherman, Harold Fujimoto, were recovered, but the body of the third fisherman, Hideo Tamura, was never found",Shark involvement prior to death was not confirmed,,
1950.0,Boating,AUSTRALIA,Sitting on side of dinghy mending a net,"No injury to occupant, shark bit side of dinghy","White shark, 3.6 m,  420 kg male",N,white shark
1950.0,Unprovoked,SRI LANKA,Shark fishing,Buttock removed,Possibly a lemon shark,N,lemon shark
1950.0,Unprovoked,SRI LANKA,Spearfishing,"No injury, but shark damaged one of his swim fins",Whtietip reef shark,N,
1950.0,Unprovoked,INDONESIA,Bending over,FATAL,"Tiger shark, 3.7 m to 4.3 m  [12' to 14']",Y,tiger shark
1950.0,Invalid,USA,Spearfishing,"No injury from shark, scraped chest climbing out on reef","Alleged to involve a white shark ""with little yellow eyes""",,white shark
1950.0,Unprovoked,PANAMA,Bathing ,Foot & hand severed,2.7 m [9'] shark with black-tipped pectoral fins,N,
1949.0,Sea Disaster,,"Sea Disaster, sinking of the motorship Wingate",Fatal or drowning or scavenging,Shark involvement not confirmed,Y,
1949.0,Unprovoked,AUSTRALIA,Lying on the bottom of a 16' dinghy,"No injury,     Shark landed on top of him, knocked him back down 3 times","Grey nurse shark, 2.6 m [8.5']  ",N,nurse shark
1949.0,Unprovoked,AUSTRALIA,Free diving or wading back to shore,Left arm bitten ,6' shark,N,
1949.0,Invalid,AUSTRALIA,No details,Fatal or drowning or scavenging,Shark involvement prior to death not confirmed,,
1949.0,Invalid,ITALY,Swimming,No injury,2 m shark,,
1949.0,Provoked,USA,Fishing,Right hand bitten by hooked shark being pulled onboard PROVOKED INCIDENT,"Bonita sharkk, 200-lb",N,
1949.0,Unprovoked,AUSTRALIA,Bathing,"Left arm severed above elbow, recovered 5 days afterwards from shark�s gut","Whaler shark, 2.7 m [9'], 350- to 450-lb  identified by G.P. Whitley",N,
1949.0,Provoked,AUSTRALIA,Fishing,Toe bitten by netted shark PROVOKED INCIDENT,3' shark,N,
1949.0,Unprovoked,AUSTRALIA,Bathing in water 0.9 m deep,"FATAL, left leg severed","3.3 m [10'9""] shark",Y,
1949.0,Unprovoked,AUSTRALIA,Lifesaving exhibition,FATAL,"White shark, 3.6 m [11'9""] ",Y,white shark
1949.0,Invalid,AUSTRALIA,Surfing,"No injury, chased by 3 sharks",Invalid,,
1949.0,Invalid,AUSTRALIA,,Human hand recovered from 2.4 m [8'] tiger shark,Shark involvement prior to death not confirmed,,
1949.0,Boating,ITALY,"Fishing, on a boat",No injury to occupant,White shark,N,white shark
1948.0,Unprovoked,AUSTRALIA,Swimming,"FATAL, disappeared while swimming  ",His hand was found in a 2.4 m [8'] tiger shark caught 1/5/1949,Y,tiger shark
1948.0,Unprovoked,GREECE,Swimming,FATAL,Said to be 6.4 m [21'] shark,Y,
1948.0,Provoked,BAHAMAS,Spearing a shark,Shark that he speared bit his calf     PROVOKED INCIDENT,"Lemon shark, 4'",N,lemon shark
1948.0,Invalid,SENEGAL,,Fragment of human foot recovered from 300-kg [662-lb] tiger shark,Shark involvement prior to death not confirmed,,
1948.0,Provoked,PAPUA NEW GUINEA,Spearfishing,Leg bitten by shark that he had speared  PROVOKED INCIDENT,"""grey shark""",N,
1948.0,Unprovoked,AUSTRALIA,Swimming,"FATAL, right thigh & leg bitten ",3.7 m [12'] shark,Y,
1948.0,Unprovoked,AUSTRALIA,Surf skiing,"No injury, ski bitten",6' shark,N,
1948.0,Provoked,USA,Underwater photography,Grabbed shark by the tail & it bit him PROVOKED INCIDENT,Nurse shark,N,nurse shark
1947.0,Unprovoked,AUSTRALIA,Fishing,Leg gashed,Grey nurse shark,N,nurse shark
1947.0,Invalid,SOUTH AFRICA,,"Human remains, possibly one of the crew of the wrecked fishing boat John Bull. found in 277-kg tiger shark.",Shark involvement prior to death not confirmed,,
1947.0,Unprovoked,SENEGAL,Fishing / diving,"FATAL, right thigh bitten ",Tiger shark,Y,tiger shark
1947.0,Boating,AUSTRALIA,Fishing,"No injury to occupants, shark made 20 to 30 rushes at dinghy",5.5 m [18'] shark,N,
1947.0,Unprovoked,USA,Swimming,"FATAL, calf bitten, leg surgically amputated  ",Possibly C. leucas,Y,
1947.0,Provoked,USA,Fishing,PROVOKED INCIDENT,a small shark,N,
1947.0,Unprovoked,AUSTRALIA,Diving,Suit ripped,"Most likely, a small shark",N,
1947.0,Invalid,GREECE,Jumped overboard ,Shark involvement  unconfirmed,Questionable,,
1947.0,Boating,AUSTRALIA,Fishing,"No injury to occupants, shark bumped & lifted dinghy","Tiger shark, 14' ",N,tiger shark
1947.0,Unprovoked,SOUTH AFRICA,Treading water,Ankle & shin lacerated,"1.5 m, 45-kg shark",N,
1947.0,Unprovoked,SOUTH AFRICA,Treading water,Lacerations on buttock  &  right foot ,"Blacktip shark, 2 m [6.75'] ",N,blacktip shark
1947.0,Provoked,BAHAMAS,Attempting to ride a shark,Arm bitten PROVOKED INCIDENT,5' shark,N,
1947.0,Boating,AUSTRALIA,Rowing,"No injury, shark lifted the boat 0.5 m out of the water","4.5  m [14'9""] shark",N,
1947.0,Unprovoked,SOUTH AFRICA,Treading water,Flexed left leg lacerated,>1.6 m shark,N,
1946.0,Boating,AUSTRALIA,,Shark jumped into cockpit,7' shark,N,
1946.0,Unprovoked,AUSTRALIA,Swimming after a tennis ball,"FATAL, body not recovered",4.3 m [14'] shark,Y,
1946.0,Unprovoked,IRAN,Swimming ,"Left Achilles tendon severed, calf muscles severely lacerated",Possibly C. leucas,N,
1946.0,Boating,AUSTRALIA,Fishing,"No injury to occupants. Shark charged boat, tore off rudder & tossed it air, then swam off with it",6 m [20']  shark,N,
1946.0,Unprovoked,AUSTRALIA,Standing,"Leg bitten, surgically amputated","White shark, 4.2 m [13'9""] ",N,white shark
1946.0,Unprovoked,AUSTRALIA,,Ankle bitten,small shark,N,
1946.0,Unprovoked,SOUTH AFRICA,Jumping in swells,Foot bitten,1.5 m [5'] shark,N,
1945.0,Unprovoked,SOUTH AFRICA,Walking,"Right leg bitten knee to foot, surgically amputated",Thought to involve a Zambesi shark,N,
1945.0,Unprovoked,IRAQ,Swimming,Left foot bitten,Bull shark,N,bull shark
1944.0,Sea Disaster,PHILIPPINES,Swimming near life raft,Arm bitten,9' shark,N,
1944.0,Provoked,USA,Fishing for mackerel,"No injury to occupants. After being prodded with an oar, shark struck bow and sank boat PROVOKED INCIDENT","Tiger shark, 4.5 to 5.5 m [14'9"" to 18'], 2000-lb  ",N,tiger shark
1944.0,Unprovoked,SOUTH AFRICA,Swimming,"FATAL, body not recovered","White shark, according to witnesses",Y,white shark
1944.0,Invalid,NORTH PACIFIC OCEAN,,"When picked up by the USS Boyd DD 44 on 6/23/1944 his raft was ""surrounded by sharks""",Invalid,,
1944.0,Unprovoked,USA,Bathing,Left calf bitten,1.8 m [6'] blacktip shark or spinner shark,N,blacktip shark
1944.0,Unprovoked,SAMOA,,Minor injury when shark tore off his boot,5' shark,N,
1944.0,Unprovoked,PANAMA,Washed overboard by swell,"FATAL. His back was bitten as he was being towed to ship by rescuer, Lieut (j.g.) Stanley Kurta, then the shark pulled him below the surface. ","White shark, 2.4 m [8'] ",Y,white shark
1944.0,Unprovoked,NICARAGUA,,Some killed & others severely injured,Bull sharks to 1.5 m [5']  in length,Y,bull shark
1944.0,Unprovoked,SOUTH AFRICA,Treading water,Foot & ankle lacerated,2.1 m [7'] shark,N,
1944.0,Boating,AUSTRALIA,Fishing,"No injury, shark took day's catch & struck boat",14' shark,N,
1943.0,Invalid,USA,,"Hand, forearm, leg and pelvis recovered from 4.25 m  [14'] shark caught at Baker�s Haulover, Miami Beach on 26-Oct-1943",Shark involvement prior to death unconfirmed,,
1943.0,Unprovoked,PANAMA,Dived overboard to check propeller of US Navy motor torpedo boat,"FATAL, left leg  & shoulder bitten  ","White shark, 2 m [6'9""]  (Tooth fragment recovered from victim's shoulder & identified by J.T. Nicholls)",Y,white shark
1943.0,Invalid,MEXICO,Swimming,"No injury, a shark made a threat display",Invalid,,
1943.0,Boating,AUSTRALIA,Fishing for cod,"No injury to occupant, shark grabbed rudder and dragged the dinghy stern-first","White shark, 3.9 m, 550 kg, male",N,white shark
1943.0,Invalid,PACIFIC OCEAN,B-24 crashed during a search mission. Survivors in raft for 47 days ,Survived,Invalid,,
1943.0,Sea Disaster,INDIAN OCEAN,ship torpedoed 400 miles off the African coas. Man was clinging to hatch cover,"Leg, foot & arm bitten",Blue shark,N,blue shark
1943.0,Invalid,USA,"Small boat swamped, 4  people swimming to shore but he fell behind the other 3 and vanished",On 29-Apr-1943 his remains (right forearm & swim trunks) were found in 4.9 m [16'] shark�s gut,Shark involvement prior to death unconfirmed,,
1943.0,Unprovoked,USA,Spearfishing,Calf nipped in each case,"""small sharks""",N,
1943.0,Unprovoked,USA,Spearfishing,Calf nipped in each case,"""small sharks""",N,
1942.0,Unprovoked,AUSTRALIA,Dog paddling or standing,"FATAL, legs bitten ",Bull shark,Y,bull shark
1942.0,Sea Disaster,SOUTH AFRICA,U-177 torpedoed & sank the troopship Nova Scotia,"192 survived, but 750 perished. Many were taken by sharks, including Levine","1.8 m to 2.4 m [6' to 8'] sharks, most were oceanic whitetip sharks",Y,whitetip shark
1942.0,Unprovoked,SOUTH AFRICA,Swimming ,"FATAL, body not recovered","White shark, 4.5 m  to 6 m [14'9"" to 20'] according to witnesses",Y,white shark
1942.0,Unprovoked,AUSTRALIA,Treading water,"Right foot severed & calf removed, leg  surgically amputated below the knee","Tiger shark, 2.4 m to 3 m [8' to 10'] ",N,tiger shark
1942.0,Sea Disaster,SOUTHWEST PACIFIC OCEAN,Adrift on life raft,"FATAL, 2 of the 9 airmen killed by sharks",Tiger shark & others,Y,tiger shark
1942.0,Provoked,ITALY,Sculling,"After he hit the shark with an oar, the shark bit the oar and overturned the boat  PROVOKED INCIDENT",Porbeagle shark,N,
1942.0,Invalid,BRAZIL,boat capsized during filming,"Remains  recovered from 440-lb shark, but cause of death was probably drowning",Shark involvement prior to death unconfirmed,,
1942.0,Invalid,INDIAN OCEAN,H.M.S. Cornwall & H.M.S.Dorsetshire sunk by Japanese dive bombers. Officers & men in the water formed a circle with 60 of their dead in the center for 36 hours,Sharks were numerous & took corpses but made no attempts to harm the survivors.,Invalid,,
1942.0,Invalid,AUSTRALIA,,"Cause of death was drowning, shark bites were post mortem",Invalid,,
1942.0,Unprovoked,AUSTRALIA,Swimming,"FATAL, bitten in two  ","Bull shark, 4 m [13'] ",Y,bull shark
1942.0,Provoked,AUSTRALIA,Surf-skiing,Attempted to frighten shark by smacking water with paddle. Shark bit paddle.  No injury to surf-skier PROVOKED INCIDENT,3 m [10'] shark,N,
1942.0,Boating,SOUTH AFRICA,,No injury,Said to involve a 6.5 m [21.5'] shark,N,
1942.0,Unprovoked,BAHAMAS,Swimming along side N.E.L. vessel Saluda,"Minor injury, ankle scratched by shark's teeth",1.2 m to 1.5 m [4' to 5'] shark,N,
1942.0,Sea Disaster,SOUTHWEST PACIFIC OCEAN,Ditched plane in the sea & were adrift on a rubber life raft. ,"No injury to occupants, They fought off sharks & killed one with an automatic. Rescued 34 days later","Said to be �leopard sharks�, more probably tiger sharks",N,tiger shark
1941.0,Sea Disaster,SOUTH ATLANTIC OCEAN,Torpedoed & burning British  light cruiser with a crew of 450 men,"Only 170 survived, many of the crew were said to have been taken by sharks","Reportedly: oceanic whitetip sharks, blue sharks, tiger sharks & bull sharks",Y,bull shark
1941.0,Sea Disaster,SOUTH ATLANTIC OCEAN,HMAS Parramatta torpedoed & sunk by the U-559,Right hand severed,Tiger shark,N,tiger shark
1941.0,Sea Disaster,SOUTH ATLANTIC OCEAN,HMAS Parramatta torpedoed & sunk by the U-559,Lacerations to chest,Tiger shark,N,tiger shark
1941.0,Invalid,AUSTRALIA,Swimming,Shark involvement prior to death unconfirmed,Shark involvement prior to death unconfirmed,,
1941.0,Boating,USA,Fishing for tuna,"No injury to occupants, shark leapt into boat & bit cabin door",Mako shark,N,mako shark
1941.0,Provoked,USA,Fishing,Arm bitten while removing shark from fishing line PROVOKED INCIDENT,100-lb shark,N,
1941.0,Provoked,USA,Fishing from 32' boat,Left hand bitten as he tried to put rope around shark's tail PROVOKED INCIDENT,2.1 m [7'] shark,N,
1941.0,Provoked,USA,Fishing,Right hand bitten by boated shark PROVOKED INCIDENT,Mako shark (aka bonito shark) 1.2 m [4'] ,N,mako shark
1940.0,Unprovoked,PANAMA,Bathing,FATAL,5.5 m [18'] shark,Y,
1940.0,Unprovoked,USA,Fishing,Thigh lacerated,3 m [10'] shark,N,
1940.0,Unprovoked,SOUTH AFRICA,Treading water,"FATAL, right thigh & calf bitten ","White shark, species identity confirmed by tooth pattern",Y,white shark
1940.0,Unprovoked,AUSTRALIA,Free diving for lobster,Minor injuries to foot,Wobbegong shark,N,
1940.0,Unprovoked,SOUTH AFRICA,Swimming,"FATAL, left thigh & knee bitten ","White shark, 160-kg [353-lb], identity confirmed by tooth pattern",Y,white shark
1940.0,Unprovoked,AUSTRALIA,Dived into the water,Shoulder nipped,"""a small shark""",N,
1940.0,Unprovoked,AUSTRALIA,Swimming,"FATAL, left leg severed  ",3 m [10'] shark,Y,
1940.0,Unprovoked,SOUTH AFRICA,Swimming ,"FATAL, leg & thigh bitten  ",2.4 m [8'] shark,Y,
1940.0,Boating,SLOVENIA,Boating,"No inury to occupants, shark struck boat", White shark,N,white shark
1940.0,Invalid,SOUTH AFRICA,Swimming,No details,Questionable incident,,
1940.0,Invalid,SOUTH AFRICA,,FATAL,Questionable incident,,
1940.0,Invalid,SOUTH AFRICA,Standing in water with child in her arms,Leg bitten,Questionable incident,,
1939.0,Invalid,AUSTRALIA,Swimming,Abrasion above knee ,"Questionable incident, said to involve a 6' shark",,
1939.0,Unprovoked,AUSTRALIA,Swimming ,"FATAL, left foot & right leg bitten, later surgically amputated  ",2.6 m [8.5'] shark landed 2 hours later,Y,
1939.0,Boating,AUSTRALIA,,No injury,"Blue pointer, 16'",N,
1939.0,Provoked,AUSTRALIA,,Boat bitten by gaffed shark PROVOKED INCIDENT,whaler shark,N,
1939.0,Unprovoked,AUSTRALIA,"Free diving for trochus shell, swimming to dinghy","Both thighs were lacerated, recovered at Thursday Island hospital","Tiger shark, 4.3 m [14'], 3 tooth fragments retrieved from his wounds",N,tiger shark
1939.0,Unprovoked,USA,Spearfishing & had just speared a ulua,Hand bitten,1.5 m [5'] shark,N,
1939.0,Unprovoked,AUSTRALIA,Pearl diving,"Leg severely bitten, surgically amputated",Tiger shark,N,tiger shark
1939.0,Provoked,BAHAMAS,"Dress diving, filming shark & pulling it through the water for a motion picture scene",Minor injury to shoulder & back PROVOKED INCIDENT,"Nurse shark, 2.1 m [7']",N,nurse shark
1939.0,Provoked,USA,Seine netting,Leg bitten by snared shark PROVOKED INCIDENT,18' shark,N,
1939.0,Unprovoked,PAPUA NEW GUINEA,Dived for a coin,"FATAL, leg severed just below hip ","""a large shark""",Y,
1939.0,Provoked,NEW ZEALAND,Fishing,Lacerations to left hand from hooked shark PROVOKED INCIDENT,7' shark,N,
1939.0,Unprovoked,AUSTRALIA,Scooping prawns,No injury,7' shark,N,
1939.0,Boating,BAHAMAS,Fishing,"No injury to occupant, shark rammed bow of boat",Tiger shark,N,tiger shark
1939.0,Unprovoked,CURACAO,Diving,"No injury, left hip bumped by shark",Tiger shark,N,tiger shark
1938.0,Provoked,AUSTRALIA,Fishing,Laceration to left foot & ankle by netted shark PROVOKED INCIDENT,"Tiger shark, 6'",N,tiger shark
1938.0,Unprovoked,NICARAGUA,"The schooner Elizabeth, bound from Bluefields, Nicaragua to the river port of San Carlos foundered","FATAL x 2, all other passengers & crew reached shore after a long swim",Thought to involve bull sharks,Y,bull shark
1938.0,Unprovoked,AUSTRALIA,Hardhat diving,"No injury, the shark knocked him off his feet",6' shark,N,
1938.0,Unprovoked,IRAQ,"Swimming, naked","Arm severed, but survived. Note: Some weeks later he was swimming at the same spot when a shark severed his right foot.",Bull shark,N,bull shark
1938.0,Provoked,AUSTRALIA,Fishing,Thumb bitten by landed shark PROVOKED INCIDENT," Tiger shark, 3'",N,tiger shark
1938.0,Invalid,AUSTRALIA,Diving off jetty,Superficial lacerations on feet & toes,Questionable incident,,
1938.0,Unprovoked,TRINIDAD & TOBAGO,Body surfing,Left hand and arm bitten,"""grey-colored shark""",N,
1937.0,Unprovoked,AUSTRALIA,Diving for trochus,FATAL,12' shark,Y,
1937.0,Unprovoked,AUSTRALIA,Swimming ,FATAL,Tiger shark,Y,tiger shark
1937.0,Unprovoked,AUSTRALIA,Swimming ,FATAL,"Tiger shark,  3.6 m [11'9""], 850-kg [1874-lb] female, contained Girvan's remains ",Y,tiger shark
1937.0,Unprovoked,AUSTRALIA,Swimming near jetty,Tooth imprints on torso,2.4 m [8'] shark,N,
1937.0,Unprovoked,AUSTRALIA,Surf skiing,"No injury, repulsed shark",2.6 m [8.5'] shark,N,
1937.0,Boating,SCOTLAND,Pleasure boating,"No injury to occupants, two 5-foot observation windows shattered",Basking shark,N,
1937.0,Boating,SCOTLAND,Fishing,"No injury to occupants, propeller shaft damaged",Basking shark,N,
1937.0,Unprovoked,SCOTLAND,Rowing,3 people drowned when the boat was capsized by the shark,Basking shark,N,
1937.0,Unprovoked,AUSTRALIA,"Diving from the lugger San, operated by the Protector of the Aborigines","Head, neck & shoulder bitten (In 1918, he was also bitten by a shark off Cairns)","Tiger shark, 9' to 10' ",N,tiger shark
1937.0,Invalid,TURKEY,Swimming,"No injury, no attack",Invalid,,
1937.0,Invalid,ITALY,,No injury,Invalid,,
1937.0,Provoked,AUSTRALIA,"Fishing from launch, fell into net with shark",Bitten by netted shark PROVOKED INCIDENT,"Whaler shark, 4 m [13'] ",N,
1937.0,Provoked,USA,Fishing,Leg nipped by hooked shark PROVOKED INCIDENT,4' shark,N,
1937.0,Unprovoked,AUSTRALIA,"Refused permission to cross on the ferry, he was swimming across the river","FATAL, left arm severed at elbow, right arm bitten, right leg severed at knee    ",2 days later a 600-lb shark was caught 100 yards from the site,Y,
1937.0,Invalid,AUSTRALIA,Bathing,His body was recovered 2 days later but shark involvement prior to death was not confirmed,Shark involvement prior to death was not confirmed,,
1937.0,Invalid,AUSTRALIA,Swimming,Shark involvement prior to death was not confirmed,Shark involvement prior to death was not confirmed,,
1937.0,Unprovoked,AUSTRALIA,Swimming,"FATAL, buttocks, ankle & right elbow bitten ",White shark,Y,white shark
1937.0,Provoked,AUSTRALIA,Fishing,Left shoulder bitten by netted shark PROVOKED INCIDENT,"3' ""blue nosed"" shark",N,
1937.0,Invalid,AUSTRALIA,12 of the Penang's crew were returning to the ship when their 12' dinghy capsized,"15' shark seen with the man's body in its mouth, but shark involvement prior to death was not confirmed",Shark involvement prior to death was not confirmed,,
1937.0,Provoked,AUSTRALIA,Holding shark's tail ,Bitten on forearm PROVOKED INCIDENT,"Grey nurse shark, 8'",N,nurse shark
1936.0,Unprovoked,USA,"Diving, attempting to retrieve body of drowning victim wedged between rocks",Thigh lacerated,6 m [20']  shark,N,
1936.0,Boating,AUSTRALIA,Sculling,"No injury to occupant. Shark damaged scull, tooth fragments recovered",3 m [10'] shark,N,
1936.0,Boating,AUSTRALIA,Fishing,"FATAL, his 2.4 m dinghy was found with 2' x 3' hole in its side & tooth fragments embedded in the planking",Thought to involve a 12' white shark,Y,white shark
1936.0,Provoked,AUSTRALIA,Spearfishing ,Speared shark bit his hand PROVOKED INCIDENT,0.9 m [3']  shark,N,
1936.0,Unprovoked,AUSTRALIA,"Trochus diving, but floating on surface",Flexed right leg bitten,Large tiger shark seen in the vicinity the following morning,N,tiger shark
1936.0,Provoked,CANADA,Fishing for cod,"No injury to occupants, hooked shark leapt onboard boat PROVOKED INCIDENT","Shovelnose shark, 6 m [20'] ",N,
1936.0,Unprovoked,USA,Swimming crawl stroke,"FATAL, finger severed, thigh bitten He died during the surgical amputation of his leg   ",White shark (identified by Dr. Hugh Smith) ,Y,white shark
1936.0,Boating,USA,Fishing for bluefish,"No injury to occupants, shark leapt onboard boat","Blue shark, 8' [2.4 m], 500-lb ",N,blue shark
1936.0,Unprovoked,AUSTRALIA,"Diving for trochus , but swimming on surface",FATAL,"Tiger shark, 2.4 m [8']",Y,tiger shark
1936.0,Unprovoked,AUSTRALIA,Diving for trochus,"Arm & back bitten, heel lacerated","Tiger shark, 4.6 m [15'] ",N,tiger shark
1936.0,Provoked,USA,Fishing,No injury. His hand entangled in line of hooked shark. He was pulled overboard & towed 150' PROVOKED INCIDENT ,650-lb shark,N,
1936.0,Unprovoked,AUSTRALIA,Sculling,"No injury, scull sank",10' shark,N,
1936.0,Unprovoked,AUSTRALIA,Swimming,"FATAL, taken by shark, body not recovered. Twenty months later, in October 1937, meshing (setting anti-shark gill nets) began  at metropolitan beaches",White shark,Y,white shark
1936.0,Unprovoked,AUSTRALIA,"Swimming. Passer-by, Len Bedford, heard him shriek , saw shark leap from the water & swimmer disappeared",FATAL ,White shark,Y,white shark
1936.0,Invalid,AUSTRALIA,Surfing,Disappeared & his torn clothing washed ashore,Shark involvement prior to death was not confirmed,,
1936.0,Provoked,AUSTRALIA,Paddleskiing,"He tried to hit shark with paddle, shark bumped  ski  PROVOKED INCIDENT",2.3 m [7'] shark,N,
1935.0,Provoked,AUSTRALIA,Cruising,"Harpooned shark stove in bow (20"" x 10"" hole), boat sank PROVOKED INCIDENT",4.3 m [14'] shark,N,
1935.0,Unprovoked,AUSTRALIA,"Fell overboard, hanging onto lifebuoy","FATAL. His body was not recovered, but about 3 weeks later 2 sharks were caught with human remains, thought to be those of Quinn",3.7 m [12'] shark,Y,
1935.0,Invalid,UNITED KINGDOM,Fishing,"The hooked shark didn't cut his finger, he was injured by his line",Invalid,,
1935.0,Invalid,USA,fishing boat exploded & sank,"Although listed as an uprovoked fatal attack by SAF, shark bite on his ankle was post-mortem following death by drowning",Invalid,,
1935.0,Invalid,USA,fishing boat exploded & sank,"Although listed as  an uprovoked fatal attack by SAF, he was killed by the explosion. The shark bites were post-mortem ",Invalid,,
1935.0,Unprovoked,USA,"Fishing for bluefish, shark leapt into dory",Arm lacerated by a shark that leapt onto boat ,4.6 m [15'] shark,N,
1935.0,Provoked,SOUTH AFRICA,Put foot inside a landed & supposedly dead shark,"Foot bitten, required 1 week hospitalization PROVOKED INCIDENT","White shark, 246-kg ",N,white shark
1935.0,Unprovoked,AUSTRALIA,Pearl diving,3 gashes on hand & wrist,1.8 m [6'] shark,N,
